animation_name,length_sec,track_count,correct_hip,correct_xz,animation_type,weapon_attached,wired_connections,storage_domain,verified_for_use,skeleton,pack_or_folder,source_path,in_wiring_table,asset_exists,load_ok,notes
standing-run-back,0.6667,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,universal,universal:{runB},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-run-back,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
standing-run-forward,0.8667,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,universal,universal:{runF},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-run-forward,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
standing-run-left,0.6667,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,universal,universal:{runL},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-run-left,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
standing-run-right,0.7667,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,universal,universal:{runR},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-run-right,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
standing-turn-90-left,1.2667,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,bow|unarmed,unarmed:{turnL} | bow:{turnL},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-turn-90-left,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
standing-turn-90-right,1.1,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,bow|unarmed,unarmed:{turnR} | bow:{turnR},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-turn-90-right,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
standing-walk-back,1.4667,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,universal,universal:{walkB},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-walk-back,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
standing-walk-forward,1.2,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,universal,universal:{walkF},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-walk-forward,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
standing-walk-left,1.2,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,universal,universal:{walkL},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-walk-left,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
standing-walk-right,1.2,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,universal,universal:{walkR},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/standing-walk-right,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
unarmed-idle-01,5.1,21,pipeline_locked_if_played,pipeline_locked_if_played,idle,bow|unarmed|universal,universal:{idle} | unarmed:{idles} | bow:{idles},local:public/anim,wired_and_loads,mixamo,bow,animations/bow/unarmed-idle-01,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
climbing-down-wall,2,21,pipeline_locked_if_played,pipeline_locked_if_played,acrobatics,climb,traversal:{back},local:public/anim,wired_and_loads,mixamo,climb,animations/climb/climbing-down-wall,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
climbing-to-top,4,21,pipeline_locked_if_played,pipeline_locked_if_played,acrobatics,global,global:{mantle},local:public/anim,wired_and_loads,mixamo,climb,animations/climb/climbing-to-top,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
climbing-up-wall,2,21,pipeline_locked_if_played,pipeline_locked_if_played,acrobatics,climb,traversal:{forward},local:public/anim,wired_and_loads,mixamo,climb,animations/climb/climbing-up-wall,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
freehang-climb,3.8667,20,pipeline_locked_if_played,pipeline_locked_if_played,idle,climb,traversal:{idle},local:public/anim,wired_and_loads,mixamo,climb,animations/climb/freehang-climb,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
aerial-evade,3.6667,21,pipeline_locked_if_played,pipeline_locked_if_played,dodge,universal,universal:{airDodge},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/aerial-evade,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
aim-idle,3.7667,20,pipeline_locked_if_played,pipeline_locked_if_played,idle,pistol,pistol:{aim},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/aim-idle,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
backwards-jump,0.9333,20,pipeline_locked_if_played,pipeline_locked_if_played,acrobatics,global,global:{backJump},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/backwards-jump,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
baseball-hit,2.9,21,pipeline_locked_if_played,pipeline_locked_if_played,reaction,global,global:{stumble},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/baseball-hit,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
butterfly-twirl,3.0667,21,pipeline_locked_if_played,pipeline_locked_if_played,acrobatics,universal,universal:{butterflyTwirl},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/butterfly-twirl,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
corkscrew-evade,2.5,21,pipeline_locked_if_played,pipeline_locked_if_played,dodge,universal,universal:{corkscrewEvade},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/corkscrew-evade,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
corkscrew-kip-up,2.7667,21,pipeline_locked_if_played,pipeline_locked_if_played,reaction,pistol,pistol:{kipUp},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/corkscrew-kip-up,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
crouch-to-sprint,0.5,20,pipeline_locked_if_played,pipeline_locked_if_played,dodge,greataxe|greatsword|mace2h,greatsword:{dash} | greataxe:{dash} | mace2h:{dash},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/crouch-to-sprint,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
evading-a-threat,3.7,20,pipeline_locked_if_played,pipeline_locked_if_played,dodge,global,global:{evadeThreat},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/evading-a-threat,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
front-flip,1.1333,21,pipeline_locked_if_played,pipeline_locked_if_played,acrobatics,universal,universal:{frontFlip},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/front-flip,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
front-twist-flip,2.2,21,pipeline_locked_if_played,pipeline_locked_if_played,acrobatics,universal,universal:{twistFlip},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/front-twist-flip,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
grenade-throw,2.7667,21,pipeline_locked_if_played,pipeline_locked_if_played,utility,global,global:{throw},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/grenade-throw,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
hurricane-kick,1.8333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,unarmed,unarmed:{hurricaneKick},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/hurricane-kick,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
illegal-headbutt,2.2333,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,global,global:{headbutt},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/illegal-headbutt,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
intoout,1.6667,20,pipeline_locked_if_played,pipeline_locked_if_played,defense,bow,bow:{blockStart+blockIdle},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/intoout,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
jump-away,2.6333,20,pipeline_locked_if_played,pipeline_locked_if_played,dodge,greataxe|greatsword|mace2h,greatsword:{dodgeB} | greataxe:{dodgeB} | mace2h:{dodgeB},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/jump-away,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
jump-up,2.3,20,pipeline_locked_if_played,pipeline_locked_if_played,acrobatics,greatsword|mace2h|spear,greatsword:{jumpAir} | spear:{jumpAir} | mace2h:{jumpAir},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/jump-up,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
jumping-down,3.2333,20,pipeline_locked_if_played,pipeline_locked_if_played,acrobatics,global,global:{jumpDown},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/jumping-down,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
left-side-step,0.8333,20,pipeline_locked_if_played,pipeline_locked_if_played,dodge,global,global:{sideStepL},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/left-side-step,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
long-backward-jump,1.6667,20,pipeline_locked_if_played,pipeline_locked_if_played,acrobatics,global,global:{longBackJump},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/long-backward-jump,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
quick-roll-to-run,1.4,21,pipeline_locked_if_played,pipeline_locked_if_played,dodge,unarmed,unarmed:{dash},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/quick-roll-to-run,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
right-pivot,1.2333,20,pipeline_locked_if_played,pipeline_locked_if_played,other,global,global:{pivotR},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/right-pivot,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
run-jump-attack,3.6667,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,greataxe|knife,knife:{jumpAttack} | greataxe:{skill},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/run-jump-attack,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
running-forward-flip,1.1,20,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,global,global:{runningFlip},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/running-forward-flip,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
running-slide,1.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,global,global:{slide},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/running-slide,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
spinning,1.7,21,pipeline_locked_if_played,pipeline_locked_if_played,dodge,universal,universal:{spinEvade},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/spinning,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
stomp,1.8667,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,global,global:{stomp},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/stomp,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
stylish-flip,2.1333,20,pipeline_locked_if_played,pipeline_locked_if_played,acrobatics,global,global:{stylishFlip},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/stylish-flip,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
utility-kick,3.4,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,universal,universal:{utilityKick},local:public/anim,wired_and_loads,mixamo,extra,animations/extra/utility-kick,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
dig-and-plant-seeds,5.5,21,pipeline_locked_if_played,pipeline_locked_if_played,traversal,global,global:{harvest},local:public/anim,wired_and_loads,mixamo,farming,animations/farming/dig-and-plant-seeds,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
pick-fruit,8,21,pipeline_locked_if_played,pipeline_locked_if_played,traversal,global,global:{pick},local:public/anim,wired_and_loads,mixamo,farming,animations/farming/pick-fruit,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
plant-tree,9.2667,21,pipeline_locked_if_played,pipeline_locked_if_played,traversal,global,global:{plantTree},local:public/anim,wired_and_loads,mixamo,farming,animations/farming/plant-tree,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
pull-plant,4.6667,21,pipeline_locked_if_played,pipeline_locked_if_played,traversal,global,global:{pullPlant},local:public/anim,wired_and_loads,mixamo,farming,animations/farming/pull-plant,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
watering,5.6,21,pipeline_locked_if_played,pipeline_locked_if_played,traversal,global,global:{water},local:public/anim,wired_and_loads,mixamo,farming,animations/farming/watering,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
acknowledging,1.9333,21,pipeline_locked_if_played,pipeline_locked_if_played,gesture,global,global:{gestureAcknowledge},local:public/anim,wired_and_loads,mixamo,gestures,animations/gestures/acknowledging,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
acknowledging,1.9333,22,pipeline_locked_if_played,pipeline_locked_if_played,gesture,global,global:{gestureAcknowledge},local:public/anim,wired_and_loads,mixamo,gestures,animations/gestures/acknowledging,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
being-cocky,2.1667,21,pipeline_locked_if_played,pipeline_locked_if_played,gesture,global,global:{gestureCocky},local:public/anim,wired_and_loads,mixamo,gestures,animations/gestures/being-cocky,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
being-cocky,2.1667,22,pipeline_locked_if_played,pipeline_locked_if_played,gesture,global,global:{gestureCocky},local:public/anim,wired_and_loads,mixamo,gestures,animations/gestures/being-cocky,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
dismissing-gesture,2.9667,21,pipeline_locked_if_played,pipeline_locked_if_played,gesture,global,global:{gestureDismiss},local:public/anim,wired_and_loads,mixamo,gestures,animations/gestures/dismissing-gesture,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
dismissing-gesture,2.9667,22,pipeline_locked_if_played,pipeline_locked_if_played,gesture,global,global:{gestureDismiss},local:public/anim,wired_and_loads,mixamo,gestures,animations/gestures/dismissing-gesture,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
happy-hand-gesture,2.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,gesture,global,global:{gestureHappy},local:public/anim,wired_and_loads,mixamo,gestures,animations/gestures/happy-hand-gesture,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
happy-hand-gesture,2.5333,22,pipeline_locked_if_played,pipeline_locked_if_played,gesture,global,global:{gestureHappy},local:public/anim,wired_and_loads,mixamo,gestures,animations/gestures/happy-hand-gesture,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
look-away-gesture,2.3333,21,pipeline_locked_if_played,pipeline_locked_if_played,gesture,global,global:{gestureLookAway},local:public/anim,wired_and_loads,mixamo,gestures,animations/gestures/look-away-gesture,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
look-away-gesture,2.3333,22,pipeline_locked_if_played,pipeline_locked_if_played,gesture,global,global:{gestureLookAway},local:public/anim,wired_and_loads,mixamo,gestures,animations/gestures/look-away-gesture,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
relieved-sigh,3,21,pipeline_locked_if_played,pipeline_locked_if_played,gesture,global,global:{gestureRelievedSigh},local:public/anim,wired_and_loads,mixamo,gestures,animations/gestures/relieved-sigh,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
relieved-sigh,3,22,pipeline_locked_if_played,pipeline_locked_if_played,gesture,global,global:{gestureRelievedSigh},local:public/anim,wired_and_loads,mixamo,gestures,animations/gestures/relieved-sigh,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
thoughtful-head-shake,2.9667,21,pipeline_locked_if_played,pipeline_locked_if_played,gesture,global,global:{gestureHeadShake},local:public/anim,wired_and_loads,mixamo,gestures,animations/gestures/thoughtful-head-shake,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
thoughtful-head-shake,2.9667,22,pipeline_locked_if_played,pipeline_locked_if_played,gesture,global,global:{gestureHeadShake},local:public/anim,wired_and_loads,mixamo,gestures,animations/gestures/thoughtful-head-shake,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
weight-shift,9.4333,21,pipeline_locked_if_played,pipeline_locked_if_played,gesture,global,global:{gestureWeightShift},local:public/anim,wired_and_loads,mixamo,gestures,animations/gestures/weight-shift,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
weight-shift,9.4333,22,pipeline_locked_if_played,pipeline_locked_if_played,gesture,global,global:{gestureWeightShift},local:public/anim,wired_and_loads,mixamo,gestures,animations/gestures/weight-shift,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
great-axe-combo,5.4333,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,greataxe,greataxe:{attack1},local:public/anim,wired_and_loads,mixamo,greataxe,animations/greataxe/great-axe-combo,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
draw-great-sword-1,0.5,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,greatsword|mace2h,greatsword:{draw+sheath} | mace2h:{draw+sheath},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/draw-great-sword-1,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
great-sword-blocking-2,0.9667,21,pipeline_locked_if_played,pipeline_locked_if_played,defense,greataxe|greatsword|hammer2h|mace2h|spear,greatsword:{blockStart+blockIdle} | spear:{blockStart+blockIdle} | greataxe:{blockStart+blockIdle} | hammer2h:{blockStart+blockIdle} | mace2h:{blockStart+blockIdle},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-blocking-2,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
great-sword-combo,3.2667,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,greatsword|mace2h,greatsword:{attack1} | mace2h:{attack1},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-combo,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
great-sword-high-spin-attack,1.8667,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,greatsword|hammer|hammer2h|mace2h,greatsword:{skill} | hammer:{skill} | hammer2h:{skill} | mace2h:{stab},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-high-spin-attack,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
great-sword-idle,1.9,20,pipeline_locked_if_played,pipeline_locked_if_played,idle,greatsword|mace2h,greatsword:{idle} | mace2h:{idle},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-idle,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
great-sword-impact,0.8667,21,pipeline_locked_if_played,pipeline_locked_if_played,reaction,axe|greataxe|greatsword|hammer|hammer2h|mace|mace2h|spear,greatsword:{hit} | axe:{hit} | mace:{hit} | spear:{hit} | hammer:{hit} | greataxe:{hit} | hammer2h:{hit} | mace2h:{hit},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-impact,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
great-sword-jump-attack,2.1667,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,axe|greataxe|hammer2h,axe:{skill} | greataxe:{stab} | hammer2h:{attack3+stab},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-jump-attack,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
great-sword-run,0.7333,20,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,greatsword|mace2h,greatsword:{runF} | mace2h:{runF},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-run,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
great-sword-run-2,0.6,20,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,greatsword|mace2h,greatsword:{runB} | mace2h:{runB},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-run-2,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
great-sword-slash,1.2333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,greatsword,greatsword:{attack6},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-slash,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
great-sword-slash-2,3.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,hammer2h,hammer2h:{attack2},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-slash-2,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
great-sword-slash-3,1.8333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,greatsword|mace2h,greatsword:{attack3} | mace2h:{attack3},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-slash-3,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
great-sword-slash-4,1.8,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,greatsword|mace2h,greatsword:{attack4} | mace2h:{attack4},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-slash-4,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
great-sword-slash-5,1.4333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,greatsword|mace2h,greatsword:{attack5} | mace2h:{attack5},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-slash-5,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
great-sword-strafe,1.0667,20,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,greatsword|mace2h,greatsword:{walkL} | mace2h:{walkL},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-strafe,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
great-sword-strafe-2,1.1667,20,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,greatsword|mace2h,greatsword:{walkR} | mace2h:{walkR},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-strafe-2,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
great-sword-strafe-3,0.5333,20,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,greatsword|mace2h,greatsword:{runL} | mace2h:{runL},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-strafe-3,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
great-sword-strafe-4,0.6333,20,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,greatsword|mace2h,greatsword:{runR} | mace2h:{runR},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-strafe-4,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
great-sword-turn,0.7333,20,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,greataxe|greatsword|hammer2h|mace2h|spear,greatsword:{turnL} | spear:{turnL} | greataxe:{turnL} | hammer2h:{turnL} | mace2h:{turnL},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-turn,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
great-sword-turn-2,0.8333,20,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,greataxe|greatsword|hammer2h|mace2h|spear,greatsword:{turnR} | spear:{turnR} | greataxe:{turnR} | hammer2h:{turnR} | mace2h:{turnR},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-turn-2,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
great-sword-walk,1.3667,20,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,greatsword|mace2h,greatsword:{walkF} | mace2h:{walkF},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-walk,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
great-sword-walk-2,1.1667,20,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,greatsword|mace2h,greatsword:{walkB} | mace2h:{walkB},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/great-sword-walk-2,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
heavy-weapon-swing,5.2,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,greataxe|greatsword|hammer2h|mace2h,greatsword:{attack2} | greataxe:{attack2} | hammer2h:{attack1} | mace2h:{attack2},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/heavy-weapon-swing,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
quick-slash,1.2667,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,greatsword,greatsword:{stab},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/quick-slash,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
two-handed-sword-death,2.4,21,pipeline_locked_if_played,pipeline_locked_if_played,reaction,greataxe|greatsword|hammer2h|mace2h|spear,greatsword:{death} | spear:{death} | greataxe:{death} | hammer2h:{death} | mace2h:{death},local:public/anim,wired_and_loads,mixamo,greatsword,animations/greatsword/two-handed-sword-death,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
double-dagger-stab,3.0667,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,knife,knife:{attack2},local:public/anim,wired_and_loads,mixamo,knife,animations/knife/double-dagger-stab,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
dual-weapon-combo,3.6333,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,knife,knife:{skill},local:public/anim,wired_and_loads,mixamo,knife,animations/knife/dual-weapon-combo,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
knife-idle,4.4667,21,pipeline_locked_if_played,pipeline_locked_if_played,idle,knife,knife:{idle},local:public/anim,wired_and_loads,mixamo,knife,animations/knife/knife-idle,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
stabbing,2.6333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,hammer|knife|sword,sword:{stab} | knife:{attack1+dashAttack+stab} | hammer:{stab},local:public/anim,wired_and_loads,mixamo,knife,animations/knife/stabbing,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
hell-slammer-a,7.5667,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,mace,mace:{attack1},local:public/anim,wired_and_loads,mixamo,mace,animations/mace/hell-slammer-a,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
